model_name,scope,asset_count,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
lstm_ae,per_asset,5,0.600059327580212,0.345066338801675,0.280510839053884,0.28223999310144093,0.3757789831347876,0.5364749382979573,0.5990783410138248,0.33678756476683935,0.22807017543859648,0.2719665271966527,0.3265795128288019,0.5047455688965123
