epoch,loss,mae,val_loss,val_mae,learning_rate
1,0.06954862922430038,0.18468564748764038,0.035756874829530716,0.1295018196105957,0.0010000000474974513
2,0.03891691565513611,0.13360321521759033,0.032129909843206406,0.12183137983083725,0.0010000000474974513
3,0.03661404922604561,0.12751120328903198,0.03007964976131916,0.11513614654541016,0.0010000000474974513
4,0.03425179794430733,0.12298568338155746,0.029893280938267708,0.11412238329648972,0.0010000000474974513
5,0.03266964107751846,0.11971139907836914,0.02915356308221817,0.1104603111743927,0.0010000000474974513
6,0.03161700814962387,0.11686652898788452,0.027681617066264153,0.10773584246635437,0.0010000000474974513
7,0.030960800126194954,0.11510185897350311,0.02600092813372612,0.10429210960865021,0.0010000000474974513
8,0.028104275465011597,0.1088457703590393,0.022898176684975624,0.09577730298042297,0.0010000000474974513
9,0.02485167235136032,0.09978727251291275,0.023332731798291206,0.0957225039601326,0.0010000000474974513
10,0.02258833684027195,0.09369409084320068,0.02490791119635105,0.09692404419183731,0.0010000000474974513
11,0.020796053111553192,0.08859141916036606,0.01775561086833477,0.08111199736595154,0.0005000000237487257
12,0.019374558702111244,0.0847342237830162,0.01784287579357624,0.0806710347533226,0.0005000000237487257
13,0.018721774220466614,0.08276966959238052,0.01738102175295353,0.08039074391126633,0.0005000000237487257
14,0.018291667103767395,0.08147354423999786,0.016760356724262238,0.07750904560089111,0.0005000000237487257
15,0.017873555421829224,0.08018933236598969,0.01671173982322216,0.07824588567018509,0.0005000000237487257
16,0.017626289278268814,0.07940005511045456,0.01697285659611225,0.07837770134210587,0.0005000000237487257
17,0.017229558899998665,0.07822111994028091,0.01587856002151966,0.0755169615149498,0.0002500000118743628
18,0.017055567353963852,0.07769619673490524,0.015983808785676956,0.07507751882076263,0.0002500000118743628
19,0.016901029273867607,0.07720764726400375,0.01562751643359661,0.07455078512430191,0.0002500000118743628
20,0.016780124977231026,0.07679444551467896,0.015985563397407532,0.07522420585155487,0.0002500000118743628
21,0.016667170450091362,0.0764409750699997,0.01563737913966179,0.07456780970096588,0.0002500000118743628
22,0.01647338829934597,0.07584119588136673,0.015424423851072788,0.07380050420761108,0.0001250000059371814
23,0.016403406858444214,0.07561864703893661,0.015299767255783081,0.07349096238613129,0.0001250000059371814
24,0.016341667622327805,0.07539328932762146,0.015277128666639328,0.07336435467004776,0.0001250000059371814
25,0.016278935596346855,0.07518353313207626,0.015079502947628498,0.07307340949773788,0.0001250000059371814
26,0.0162361953407526,0.07504067569971085,0.015074131079018116,0.07279916852712631,0.0001250000059371814
27,0.01618402823805809,0.07485165446996689,0.015118940733373165,0.07297097146511078,0.0001250000059371814
28,0.01610242947936058,0.07461006939411163,0.014943485148251057,0.07262852787971497,6.25000029685907e-05
29,0.016058815643191338,0.07444451749324799,0.014916042797267437,0.07250504195690155,6.25000029685907e-05
30,0.01604209467768669,0.07438270002603531,0.014890866354107857,0.07252456992864609,6.25000029685907e-05
