model_name,asset_id,threshold,accuracy,precision,recall,f1,pr_auc,roc_auc
lstm_ae,0,1.1795278787612915,0.6535433070866141,0.34146341463414637,0.18666666666666668,0.2413793103448276,0.30758103338090825,0.5353445065176909
lstm_ae,10,1.2352196949720382,0.7082066869300911,0.7169811320754716,0.5352112676056338,0.6129032258064516,0.7530276696786953,0.7845522331852075
lstm_ae,11,1.0612280189991,0.7777777777777778,0.45614035087719296,0.6341463414634146,0.5306122448979592,0.5343830807034735,0.838671760211578
lstm_ae,13,1.0923724174499512,0.5286624203821656,0.29411764705882354,0.2830188679245283,0.28846153846153844,0.31971474903805236,0.4085631349782294
lstm_ae,21,1.171480369567871,0.46153846153846156,0.14516129032258066,0.1323529411764706,0.13846153846153847,0.24440986629558348,0.3421218487394958
