model_name,scope,asset_count,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
gru_ae,per_asset,5,0.6297848830204563,0.39604327047147103,0.3579001127670528,0.3670326348337151,0.42184697393128,0.5821278942247591,0.6406926406926406,0.4430379746835443,0.36939313984168864,0.4028776978417266,0.4682982528521898,0.6052552838451704
lstm_ae,per_asset,5,0.6259457307430221,0.39077276699364305,0.35427921696734277,0.3623635715944631,0.4318232798193426,0.5818506967264403,0.6398268398268399,0.4416403785488959,0.36939313984168864,0.40229885057471265,0.4790906596224884,0.610950548105432
