epoch,loss,pr_auc,roc_auc,val_loss,val_pr_auc,val_roc_auc,learning_rate
1,0.5344966650009155,0.30643540620803833,0.7931942939758301,0.6273573040962219,0.2649897634983063,0.7454591989517212,0.0010000000474974513
2,0.457981139421463,0.417358934879303,0.851933479309082,0.519176721572876,0.273208349943161,0.777510404586792,0.0010000000474974513
3,0.39709383249282837,0.532935380935669,0.8918260931968689,0.5168631672859192,0.27973881363868713,0.7862690687179565,0.0010000000474974513
4,0.339966744184494,0.6402625441551208,0.9232537746429443,0.48033326864242554,0.2782409191131592,0.784379780292511,0.0010000000474974513
5,0.28719648718833923,0.7189754247665405,0.9458349943161011,0.5215374231338501,0.29987022280693054,0.7879996299743652,0.0010000000474974513
6,0.24351181089878082,0.7784708738327026,0.9610720276832581,0.517691433429718,0.3027379512786865,0.7836769223213196,0.0010000000474974513
7,0.19278539717197418,0.8482844829559326,0.9755361080169678,0.4796642065048218,0.35260283946990967,0.8060858845710754,0.0010000000474974513
8,0.1517365425825119,0.8971216678619385,0.9848167300224304,0.5409270524978638,0.33230698108673096,0.7741713523864746,0.0010000000474974513
9,0.13127437233924866,0.9148812890052795,0.9882978200912476,0.48726779222488403,0.37762483954429626,0.8275801539421082,0.0010000000474974513
10,0.11702041327953339,0.9259454011917114,0.9904465675354004,0.516828179359436,0.401206374168396,0.8188287019729614,0.0010000000474974513
11,0.09072505682706833,0.952680230140686,0.9940586090087891,0.5434714555740356,0.38296788930892944,0.8219301104545593,0.0010000000474974513
12,0.08100266754627228,0.9620164632797241,0.9952402710914612,0.5087606906890869,0.3978061378002167,0.792904794216156,0.0010000000474974513
13,0.04560127481818199,0.9837858080863953,0.9983266592025757,0.5391743779182434,0.43351733684539795,0.8168393969535828,0.0005000000237487257
14,0.0428444966673851,0.9849302768707275,0.9984570741653442,0.5946528315544128,0.430526465177536,0.7781816720962524,0.0005000000237487257
15,0.03743339329957962,0.9874059557914734,0.9986822605133057,0.6108652353286743,0.43990886211395264,0.784489095211029,0.0005000000237487257
16,0.03681570291519165,0.9862622022628784,0.9987090826034546,0.6347064971923828,0.42391496896743774,0.7613261938095093,0.0005000000237487257
17,0.03417050465941429,0.9892618060112,0.9988750219345093,0.6401939988136292,0.4341277778148651,0.7731111645698547,0.0005000000237487257
18,0.01945696771144867,0.9953233003616333,0.9995462894439697,0.6914259195327759,0.43010270595550537,0.753022313117981,0.0002500000118743628
19,0.018887892365455627,0.9951667189598083,0.9995744228363037,0.7182667851448059,0.42504075169563293,0.7534659504890442,0.0002500000118743628
