epoch,loss,mae,val_loss,val_mae,learning_rate
1,1.4885557889938354,0.5061070919036865,0.2708759307861328,0.3587913513183594,0.0010000000474974513
2,0.19944123923778534,0.3123997747898102,0.145915225148201,0.270908921957016,0.0010000000474974513
3,0.13376416265964508,0.25709545612335205,0.10936736315488815,0.23403918743133545,0.0010000000474974513
4,0.10847289115190506,0.23201847076416016,0.09402470290660858,0.21677102148532867,0.0010000000474974513
5,0.09695899486541748,0.21968021988868713,0.08622429519891739,0.20730438828468323,0.0010000000474974513
6,0.08969121426343918,0.21073047816753387,0.08057556301355362,0.19981232285499573,0.0010000000474974513
7,0.08412106335163116,0.2032632678747177,0.07602245360612869,0.1933758407831192,0.0010000000474974513
8,0.07963356375694275,0.19713768362998962,0.07220111042261124,0.18772409856319427,0.0010000000474974513
9,0.07607316225767136,0.19217462837696075,0.06933949887752533,0.18359966576099396,0.0010000000474974513
10,0.07310324162244797,0.1878925859928131,0.06672661006450653,0.17966312170028687,0.0010000000474974513
11,0.0704769566655159,0.18396733701229095,0.06425752490758896,0.1756855696439743,0.0010000000474974513
12,0.06809297204017639,0.18016605079174042,0.06209366023540497,0.17203053832054138,0.0010000000474974513
13,0.06613736599683762,0.17680910229682922,0.06033089756965637,0.1688830852508545,0.0010000000474974513
14,0.06449341028928757,0.17380225658416748,0.058802176266908646,0.16592837870121002,0.0010000000474974513
15,0.06308472901582718,0.171135812997818,0.05740134045481682,0.1630704402923584,0.0010000000474974513
16,0.06190284714102745,0.16886277496814728,0.0562627874314785,0.16078488528728485,0.0010000000474974513
17,0.060821693390607834,0.16677948832511902,0.05530820041894913,0.15879063308238983,0.0010000000474974513
18,0.06006311625242233,0.16528935730457306,0.05473751947283745,0.15773272514343262,0.0010000000474974513
19,0.05912521854043007,0.1634836345911026,0.05376825109124184,0.15571953356266022,0.0010000000474974513
20,0.05843694508075714,0.16215780377388,0.05312657728791237,0.15435802936553955,0.0010000000474974513
21,0.05779837816953659,0.1609182208776474,0.05260052531957626,0.1532132923603058,0.0010000000474974513
22,0.05726618319749832,0.15989792346954346,0.05205807089805603,0.1521669626235962,0.0010000000474974513
23,0.05675330385565758,0.1589149534702301,0.05152169615030289,0.15118752419948578,0.0010000000474974513
24,0.05639248713850975,0.1582230031490326,0.051140498369932175,0.1505114734172821,0.0010000000474974513
25,0.055859729647636414,0.15720586478710175,0.05061127245426178,0.14952592551708221,0.0010000000474974513
26,0.055520735681056976,0.15657088160514832,0.05042266845703125,0.14919495582580566,0.0010000000474974513
27,0.05518900230526924,0.15595926344394684,0.050107937306165695,0.14864248037338257,0.0010000000474974513
28,0.05490213632583618,0.15543793141841888,0.04983069375157356,0.14813187718391418,0.0010000000474974513
29,0.05455562099814415,0.15479455888271332,0.04943690821528435,0.14746849238872528,0.0010000000474974513
30,0.05449137091636658,0.1547059863805771,0.04932111129164696,0.14719811081886292,0.0010000000474974513
