model_name,scope,asset_count,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
lstm_ae,per_asset,5,0.6535972563770873,0.2932600732600733,0.04365508829794544,0.07352920965572757,0.4040009855679917,0.5427920494301723,0.6441254250094447,0.6761904761904762,0.07252298263534218,0.13099630996309963,0.4422757492870084,0.538529135833315
