model_name,scope,source,asset_count,threshold,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
dense_ae,global,global_export,5,0.7702521681785583,0.6681628982041128,0.4224960950835818,0.4319882777167957,0.42074314231325455,0.44232190338760213,0.5319709647586635,0.6779220779220779,0.509641873278237,0.48812664907651715,0.49865229110512127,0.5421961061858379,0.5842661099475015
