model_name,scope,source,asset_count,threshold,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
lstm_ae,global,global_export,5,0.007175097893923521,0.6543915744517836,0.4229548082333229,0.33544938544516534,0.3687000415343718,0.41061165050306,0.5383395153634833,0.6583309101482989,0.46675031367628605,0.3315508021390374,0.3877019280875456,0.3954975015499818,0.5505467223967313
