epoch,loss,mae,val_loss,val_mae,learning_rate
1,4.341700077056885,0.608847439289093,2.1732521057128906,0.5341879725456238,0.0010000000474974513
2,4.01005220413208,0.5637547373771667,2.098032236099243,0.532080352306366,0.0010000000474974513
3,3.9073617458343506,0.5632879137992859,2.0774619579315186,0.5232131481170654,0.0010000000474974513
4,3.8145945072174072,0.5532413125038147,2.0360982418060303,0.5176698565483093,0.0010000000474974513
5,3.7511940002441406,0.5451346635818481,2.036212921142578,0.5112385153770447,0.0010000000474974513
6,3.6748437881469727,0.536943256855011,2.0240416526794434,0.5064186453819275,0.0010000000474974513
7,3.643169403076172,0.5378069281578064,2.0168514251708984,0.505551815032959,0.0010000000474974513
8,3.5518851280212402,0.5333790183067322,2.015411376953125,0.5028908252716064,0.0010000000474974513
9,3.4298620223999023,0.5336920022964478,2.016305923461914,0.5083813071250916,0.0010000000474974513
10,3.3387629985809326,0.5318050980567932,1.972651481628418,0.5049359798431396,0.0010000000474974513
11,3.2842588424682617,0.5309929251670837,1.9757893085479736,0.518446147441864,0.0010000000474974513
12,3.1507487297058105,0.5260611772537231,2.055032730102539,0.49537718296051025,0.0010000000474974513
13,3.082149028778076,0.5227611064910889,1.9315670728683472,0.4989081919193268,0.0005000000237487257
14,3.0170183181762695,0.5208852291107178,1.9212907552719116,0.4975428581237793,0.0005000000237487257
15,2.972386598587036,0.5197457671165466,1.9105823040008545,0.4972999393939972,0.0005000000237487257
16,2.9259390830993652,0.5183265209197998,1.891319751739502,0.49461987614631653,0.0005000000237487257
17,2.934353828430176,0.5175060629844666,1.8487550020217896,0.4963933825492859,0.0005000000237487257
18,2.910022258758545,0.5173826217651367,1.869234561920166,0.49313056468963623,0.0005000000237487257
19,3.154606580734253,0.5256856083869934,1.8975292444229126,0.5017334818840027,0.0005000000237487257
20,2.938606023788452,0.5198034048080444,1.8781886100769043,0.49688994884490967,0.0002500000118743628
