model_name,asset_id,threshold,accuracy,precision,recall,f1,pr_auc,roc_auc
small_lstm_ae,0,0.03445038396865129,0.6609271523178808,0.2839506172839506,0.10407239819004525,0.152317880794702,0.28996959259976834,0.524454725710509
