model_name,scope,asset_count,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
small_lstm_ae,per_asset,1,0.6609271523178808,0.2839506172839506,0.10407239819004525,0.152317880794702,0.28996959259976834,0.524454725710509,0.6609271523178808,0.2839506172839506,0.10407239819004525,0.152317880794702,0.28996959259976834,0.524454725710509
