model_name,threshold,accuracy,precision,recall,f1,pr_auc,roc_auc
cnn_lstm,0.5000000000000001,0.7810410002907822,0.7741935483870968,0.7555555555555555,0.7647610121836926,0.8559787547314534,0.8249233061171856
