model_name,scope,asset_count,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
dense_ae,per_asset,5,0.6748280422523224,0.45489801133848085,0.38919549165634376,0.4153034450030809,0.46115657075000877,0.5691354226682068,0.6822510822510822,0.5185185185185185,0.44327176781002636,0.4779516358463727,0.5441516511365638,0.6009778853738813
