epoch,loss,mae,val_loss,val_mae,learning_rate
1,0.061363182961940765,0.17348863184452057,0.030970262363553047,0.12066207826137543,0.0010000000474974513
2,0.032675229012966156,0.12262427061796188,0.02719540148973465,0.10846800357103348,0.0010000000474974513
3,0.029690036550164223,0.11360666900873184,0.02608276903629303,0.1047503873705864,0.0010000000474974513
4,0.028118131682276726,0.10978273302316666,0.022105993703007698,0.09733376652002335,0.0010000000474974513
5,0.024471262469887733,0.10189954936504364,0.020506326109170914,0.0926678404211998,0.0010000000474974513
6,0.023244671523571014,0.09801184386014938,0.019808676093816757,0.08986172825098038,0.0010000000474974513
7,0.02205658331513405,0.09467943757772446,0.019135145470499992,0.08812832087278366,0.0010000000474974513
8,0.019972043111920357,0.0892995074391365,0.01780993677675724,0.0835430696606636,0.0010000000474974513
9,0.01894219033420086,0.08609789609909058,0.017209121957421303,0.08206367492675781,0.0010000000474974513
10,0.01829964481294155,0.0840451568365097,0.016624055802822113,0.07989149540662766,0.0010000000474974513
11,0.017720872536301613,0.08221790194511414,0.01619805209338665,0.0787462666630745,0.0010000000474974513
12,0.017257053405046463,0.08078475296497345,0.01610172726213932,0.07818559557199478,0.0010000000474974513
13,0.016638444736599922,0.07888127863407135,0.01515084970742464,0.0748973861336708,0.0010000000474974513
14,0.01632501743733883,0.07784915715456009,0.015132304280996323,0.07496709376573563,0.0010000000474974513
15,0.01598190702497959,0.07663381099700928,0.01471481192857027,0.07385469228029251,0.0010000000474974513
16,0.015768159180879593,0.07582665979862213,0.01458695437759161,0.07321204990148544,0.0010000000474974513
17,0.015446568839251995,0.07477395236492157,0.014341283589601517,0.07207182794809341,0.0010000000474974513
18,0.015183412469923496,0.07387024164199829,0.014404651708900928,0.07247375696897507,0.0010000000474974513
19,0.015216223895549774,0.07383794337511063,0.014026406221091747,0.07105815410614014,0.0010000000474974513
20,0.014829370193183422,0.07263480871915817,0.013709950260818005,0.06991017609834671,0.0010000000474974513
21,0.014627564698457718,0.07197033613920212,0.013445290736854076,0.06901408731937408,0.0010000000474974513
22,0.014413582161068916,0.0712347999215126,0.0134225869551301,0.06890223920345306,0.0010000000474974513
23,0.014180008322000504,0.0704420953989029,0.01318584755063057,0.06817290186882019,0.0010000000474974513
24,0.013983426615595818,0.0696985274553299,0.012752695009112358,0.06669274717569351,0.0010000000474974513
25,0.013836166821420193,0.0692392885684967,0.0126842325553298,0.06631447374820709,0.0010000000474974513
26,0.013703159987926483,0.06872987747192383,0.012262584641575813,0.06553305685520172,0.0010000000474974513
27,0.01367607805877924,0.06857125461101532,0.012630637735128403,0.06659609824419022,0.0010000000474974513
28,0.013360501267015934,0.0675765797495842,0.01207811664789915,0.06448676437139511,0.0010000000474974513
29,0.013327652588486671,0.06737476587295532,0.012092774733901024,0.06451798975467682,0.0010000000474974513
30,0.01309919636696577,0.06662021577358246,0.011987859383225441,0.0640093982219696,0.0010000000474974513
