epoch,loss,pr_auc,roc_auc,val_loss,val_pr_auc,val_roc_auc,learning_rate
1,0.03258275240659714,0.23858579993247986,0.7638626098632812,0.03612152114510536,0.16122156381607056,0.7270641922950745,0.0010000000474974513
2,0.027793295681476593,0.3743336796760559,0.8468483090400696,0.04748103395104408,0.16557370126247406,0.7114159464836121,0.0010000000474974513
3,0.022831525653600693,0.5174322128295898,0.9081114530563354,0.05695892497897148,0.17591780424118042,0.7392427325248718,0.0010000000474974513
4,0.019336247816681862,0.6224941611289978,0.9360475540161133,0.061401329934597015,0.20712757110595703,0.7671465277671814,0.0010000000474974513
5,0.01673601008951664,0.6996111869812012,0.9527979493141174,0.061383336782455444,0.20889891684055328,0.7747216820716858,0.0010000000474974513
6,0.014654946513473988,0.7603247761726379,0.9642877578735352,0.08984006196260452,0.20779000222682953,0.7605899572372437,0.0010000000474974513
7,0.01356375589966774,0.7948723435401917,0.9697185754776001,0.0915294960141182,0.2212691605091095,0.7637609243392944,0.0010000000474974513
8,0.01179728377610445,0.8403409719467163,0.9778048992156982,0.09096832573413849,0.23446109890937805,0.7798765301704407,0.0010000000474974513
9,0.010266141965985298,0.8757941126823425,0.9834715127944946,0.10795851051807404,0.22612197697162628,0.7527646422386169,0.0010000000474974513
10,0.00877500232309103,0.9063377380371094,0.9882127046585083,0.079750657081604,0.26205870509147644,0.7920127511024475,0.0010000000474974513
11,0.007533384952694178,0.928315281867981,0.9914316534996033,0.10037068277597427,0.2967849671840668,0.8039222955703735,0.0010000000474974513
12,0.006579005625098944,0.9429759979248047,0.9935089945793152,0.1161046028137207,0.26348358392715454,0.780500054359436,0.0010000000474974513
13,0.005867513362318277,0.9545770287513733,0.9949206113815308,0.11634461581707001,0.32081007957458496,0.7937319278717041,0.0010000000474974513
14,0.005147468764334917,0.9646260738372803,0.9960923194885254,0.11715863645076752,0.2946903705596924,0.7811717391014099,0.0010000000474974513
15,0.00466009508818388,0.9702094793319702,0.9968412518501282,0.09828697144985199,0.2960846722126007,0.7735016345977783,0.0010000000474974513
16,0.002602946013212204,0.9901458621025085,0.9990129470825195,0.17551414668560028,0.3545987010002136,0.7770969867706299,0.0005000000237487257
17,0.002495007822290063,0.9907113909721375,0.9990649819374084,0.1691160947084427,0.3346148729324341,0.7787096500396729,0.0005000000237487257
18,0.0024394351057708263,0.9915279150009155,0.9990251660346985,0.1614494025707245,0.3394477963447571,0.773840069770813,0.0005000000237487257
19,0.0016787555068731308,0.995702862739563,0.999579906463623,0.20635902881622314,0.3174440264701843,0.7622278332710266,0.0002500000118743628
20,0.0014451717725023627,0.9968042373657227,0.9996888637542725,0.19708098471164703,0.3330021798610687,0.7731649279594421,0.0002500000118743628
