model_name,scope,asset_count,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
lstm_ae,per_asset,1,0.6529801324503312,0.297029702970297,0.13574660633484162,0.18633540372670807,0.2816955999553279,0.4971783008795566,0.6529801324503312,0.297029702970297,0.13574660633484162,0.18633540372670807,0.2816955999553279,0.4971783008795566
