model_name,scope,asset_count,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
small_lstm_ae,per_asset,1,0.7112582781456953,0.5089820359281437,0.38461538461538464,0.4381443298969072,0.4158466617005686,0.6630060840239295,0.7112582781456953,0.5089820359281437,0.38461538461538464,0.4381443298969072,0.4158466617005686,0.6630060840239295
