model_name,scope,source,asset_count,threshold,threshold_source,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc,event_precision,event_recall,event_f1,event_count,lead_time_minutes,false_alarm_count,false_alarm_rate
lstm_ae,global,global_export,5,0.344,adaptive_threshold_nn,0.7139434231228444,0.22589165220744167,0.09742806213394449,0.1338837312113174,0.3464990909936546,0.5535536583166168,0.717357910906298,0.544,0.17941952506596306,0.2698412698412698,0.4773468437179193,0.6259558569194751,0.45454545454545453,0.5,0.47619047619047616,22,-2014.0,6,0.5
