model_name,asset_id,threshold,threshold_source,accuracy,precision,recall,f1,pr_auc,roc_auc,event_precision,event_recall,event_f1,event_count,lead_time_minutes,false_alarm_count,false_alarm_rate
dense_ae,0,0.3300267159938812,event_level_f1_sweep,0.7649122807017544,0.5480769230769231,0.7402597402597403,0.6298342541436464,0.4276784070379987,0.7787837162837162,0.5,1.0,0.6666666666666666,5,10.0,2,0.6666666666666666
dense_ae,10,0.4069236272573471,event_level_f1_sweep,0.856,0.8676470588235294,0.7662337662337663,0.8137931034482758,0.8332727946413139,0.8511194687665277,1.0,0.5,0.6666666666666666,5,-1070.0,0,0.0
dense_ae,11,0.4565092775225639,event_level_f1_sweep,0.8197424892703863,0.0,0.0,0.0,0.3369182885574241,0.7111692844677138,0.0,0.0,0.0,4,,0,0.0
dense_ae,13,0.40303784370422335,event_level_f1_sweep,0.7183908045977011,0.6666666666666666,0.21818181818181817,0.3287671232876712,0.3310823009767351,0.33842627960275024,1.0,0.5,0.6666666666666666,4,-1450.0,0,0.0
dense_ae,21,0.3197929835319519,event_level_f1_sweep,0.6127659574468085,0.06521739130434782,0.058823529411764705,0.061855670103092786,0.17098369239679717,0.3891730605285592,0.75,1.0,0.8571428571428571,4,-2030.0,1,1.0
