model_name,asset_id,threshold,accuracy,precision,recall,f1,pr_auc,roc_auc
lstm_ae,0,0.013467066921293737,0.5006622516556292,0.5818181818181818,0.1620253164556962,0.25346534653465347,0.5430518670775099,0.49869198312236285
lstm_ae,10,0.01556813791394234,0.7323799795709908,0.8828337874659401,0.5966850828729282,0.7120879120879121,0.8693598890725776,0.8164884180647778
lstm_ae,11,0.009512675553560258,0.8084415584415584,0.6067415730337079,0.6923076923076923,0.6467065868263473,0.5227776852613037,0.8312290969899665
lstm_ae,13,0.007935306057333948,0.5159914712153518,0.35051546391752575,0.40236686390532544,0.3746556473829201,0.515840414622581,0.5118737672583826
lstm_ae,21,0.010303336009383204,0.5935483870967742,0.7966101694915254,0.3949579831932773,0.5280898876404494,0.7361419612007706,0.5651766409986048
