model_name,primary_precision,primary_recall,primary_f1,best_score,best_score_quantile,best_score_precision,best_score_recall,best_score_f1,best_score_pr_auc,best_score_roc_auc
cnn_gru,0.3820362965241464,0.49620455453455853,0.4316996871741397,top5_feature_mse,0.5,0.36881005173688103,0.7974430683180184,0.504358812381554,0.4666273964727874,0.5948046565349722
dense_ae,0.343380218798839,0.6144626448262086,0.4405614437124033,max_timestep_l2,0.5,0.35275479669072346,0.8006392329204954,0.4897360703812317,0.4659082952211307,0.5965764222420692
