model_name,threshold,threshold_source,accuracy,precision,recall,f1,pr_auc,roc_auc,event_precision,event_recall,event_f1,event_count
cnn_lstm,0.40800000000000003,validation_f1_sweep,0.8036120232381915,0.744758064516129,0.6670278078728783,0.7037530958277767,0.8077625169873006,0.8866790236015494,0.6,1.0,0.75,22
cnn_gru,0.41000000000000003,validation_f1_sweep,0.8010861328618338,0.8080495356037152,0.5655471289274107,0.6653919694072657,0.8227285642858502,0.8955375389415638,0.6,1.0,0.75,22
gru,0.632,validation_f1_sweep,0.8018438999747411,0.8717472118959108,0.5081256771397616,0.6420260095824778,0.8032904095214831,0.8764117840186214,0.6470588235294118,0.9166666666666666,0.7586206896551724,22
lstm,0.5740000000000001,validation_f1_sweep,0.7376862844152564,0.6232193732193733,0.6319971108703503,0.6275775506544737,0.6296858953127742,0.760422648133649,0.5714285714285714,1.0,0.7272727272727273,22
