model_name,threshold,accuracy,precision,recall,f1,pr_auc,roc_auc
cnn_lstm,0.45000000000000007,0.7644368957407891,0.948433734939759,0.537117903930131,0.6858337689492943,0.8595982817427412,0.8228786691072659
cnn_gru,0.5500000000000002,0.68513195714659,0.7659033078880407,0.49290393013100436,0.5998007306542676,0.7911329728475065,0.7733020460539997
