model_name,scope,source,asset_count,threshold,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
lstm_ae,global,global_export,5,0.03050688819959758,0.6324724109910439,0.31714285714285717,0.035420792079207924,0.06190285026093938,0.4476333999456255,0.5587077094603696,0.6220880069025022,0.7027027027027027,0.05739514348785872,0.10612244897959183,0.4685420491682653,0.5525767780425117
gru_ae,global,global_export,5,0.029246181603521073,0.6349845393869187,0.3583333333333333,0.0336509900990099,0.060172272354388844,0.4486959282408323,0.5595657200478925,0.6238136324417601,0.7741935483870968,0.052980132450331126,0.09917355371900827,0.4683452274578241,0.5546623392054231
