epoch,loss,mae,val_loss,val_mae,learning_rate
1,0.032471660524606705,0.10954424738883972,0.006304621696472168,0.05201587826013565,0.0017999999690800905
2,0.005172219127416611,0.04623396322131157,0.0031456174328923225,0.03605697676539421,0.0017999999690800905
3,0.003318674862384796,0.03751934692263603,0.002293076366186142,0.03040594421327114,0.0017999999690800905
4,0.002753094770014286,0.03407718241214752,0.0019362891325727105,0.027943624183535576,0.0017999999690800905
5,0.0024834044743329287,0.032368313521146774,0.0017651261296123266,0.026524430140852928,0.0017999999690800905
6,0.002334791701287031,0.03128131851553917,0.0016797622665762901,0.025665897876024246,0.0017999999690800905
7,0.002246659714728594,0.030585886910557747,0.0016223913989961147,0.02520790882408619,0.0017999999690800905
8,0.0021742889657616615,0.030050434172153473,0.0015773040940985084,0.024736806750297546,0.0017999999690800905
9,0.0021111750975251198,0.029633624479174614,0.0015312281902879477,0.024429310113191605,0.0017999999690800905
10,0.002043946646153927,0.02908051386475563,0.001483858097344637,0.023954544216394424,0.0008999999845400453
11,0.00201364210806787,0.028881140053272247,0.0014592247316613793,0.023769855499267578,0.0008999999845400453
12,0.0019848777446895838,0.028691057115793228,0.0014395237667486072,0.023659339174628258,0.0008999999845400453
13,0.001958769280463457,0.0284879133105278,0.0014220380689948797,0.023440079763531685,0.00044999999227002263
14,0.0019432923290878534,0.028385432437062263,0.001410301891155541,0.023366369307041168,0.00044999999227002263
15,0.00192995963152498,0.028284231200814247,0.0014010166050866246,0.02324150875210762,0.00022499999613501132
16,0.001921634771861136,0.028228096663951874,0.0013946850085631013,0.023189038038253784,0.00022499999613501132
17,0.0019139638170599937,0.028170457109808922,0.0013881531776860356,0.023116907104849815,0.00011249999806750566
18,0.001909491722472012,0.02813917212188244,0.0013847174122929573,0.023099182173609734,0.00011249999806750566
19,0.0019054218428209424,0.0281108096241951,0.0013823530171066523,0.023062892258167267,5.624999903375283e-05
20,0.0019028309034183621,0.028091639280319214,0.0013805503258481622,0.023049267008900642,5.624999903375283e-05
21,0.0019002595217898488,0.028075076639652252,0.0013786599738523364,0.023036887869238853,5.624999903375283e-05
22,0.001897834474220872,0.02805577777326107,0.001377368695102632,0.02302367053925991,2.8124999516876414e-05
23,0.0018958253785967827,0.028043577447533607,0.0013764401664957404,0.023014849051833153,2.8124999516876414e-05
24,0.0018948145443573594,0.028036203235387802,0.0013744860189035535,0.0229945108294487,1.4062499758438207e-05
25,0.0018942513270303607,0.028032459318637848,0.0013740749564021826,0.022989707067608833,1.4062499758438207e-05
26,0.001893281820230186,0.028023090213537216,0.0013733753003180027,0.02298426628112793,9.999999747378752e-06
27,0.001892870874144137,0.02802126295864582,0.0013728218618780375,0.022979021072387695,9.999999747378752e-06
28,0.001892121508717537,0.02801492065191269,0.001372363418340683,0.022974440827965736,9.999999747378752e-06
29,0.0018914618995040655,0.028011228889226913,0.0013717940310016274,0.022970257326960564,9.999999747378752e-06
30,0.001890797633677721,0.028007755056023598,0.0013712767977267504,0.022967612370848656,9.999999747378752e-06
31,0.0018903390737250447,0.028003081679344177,0.0013706536265090108,0.022964416071772575,9.999999747378752e-06
32,0.0018894386012107134,0.027996493503451347,0.0013700482668355107,0.022959204390645027,9.999999747378752e-06
33,0.0018885930767282844,0.02799040451645851,0.0013694784138351679,0.02295098640024662,9.999999747378752e-06
34,0.0018881360301747918,0.027987733483314514,0.0013688980834558606,0.022947853431105614,9.999999747378752e-06
35,0.0018870331114158034,0.027980707585811615,0.0013682596618309617,0.02294587343931198,9.999999747378752e-06
36,0.0018865421880036592,0.027977142482995987,0.0013676753733307123,0.022939741611480713,9.999999747378752e-06
37,0.0018856277456507087,0.02797100506722927,0.0013668570900335908,0.022932590916752815,9.999999747378752e-06
38,0.001884516910649836,0.02796294167637825,0.0013663186691701412,0.022926630452275276,9.999999747378752e-06
39,0.0018837188836187124,0.02795599028468132,0.0013655475340783596,0.022923685610294342,9.999999747378752e-06
40,0.0018828772008419037,0.027951471507549286,0.0013649447355419397,0.02291920967400074,9.999999747378752e-06
41,0.0018816880183294415,0.027941007167100906,0.001364099676720798,0.022908233106136322,9.999999747378752e-06
42,0.0018808766035363078,0.027936169877648354,0.001363143790513277,0.02290254272520542,9.999999747378752e-06
43,0.0018796543590724468,0.02792668342590332,0.001362430863082409,0.022895419970154762,9.999999747378752e-06
44,0.0018786193104460835,0.027919325977563858,0.0013616579817607999,0.022888056933879852,9.999999747378752e-06
45,0.0018775836797431111,0.027911243960261345,0.001360768685117364,0.02288193814456463,9.999999747378752e-06
46,0.0018766210414469242,0.02790430188179016,0.001360009890049696,0.02287478744983673,9.999999747378752e-06
47,0.001875629648566246,0.02789866365492344,0.0013591276947408915,0.0228695310652256,9.999999747378752e-06
48,0.0018744714325293899,0.0278885830193758,0.0013583655236288905,0.022861439734697342,9.999999747378752e-06
49,0.001873243716545403,0.027878332883119583,0.0013574321055784822,0.022854197770357132,9.999999747378752e-06
50,0.0018721938831731677,0.027870845049619675,0.0013563886750489473,0.022845251485705376,9.999999747378752e-06
