epoch,loss,pr_auc,roc_auc,val_loss,val_pr_auc,val_roc_auc,learning_rate
1,0.033609114587306976,0.2759084105491638,0.7787758111953735,0.07695242762565613,0.6667302250862122,0.8386982679367065,0.0010000000474974513
2,0.02862122468650341,0.40861421823501587,0.857604444026947,0.06821325421333313,0.8208967447280884,0.9178481698036194,0.0010000000474974513
3,0.024110477417707443,0.5466789603233337,0.9058826565742493,0.0711175948381424,0.8084104657173157,0.9186843633651733,0.0010000000474974513
4,0.02102459967136383,0.6312443017959595,0.9295365810394287,0.08392472565174103,0.9079006910324097,0.9569873809814453,0.0010000000474974513
5,0.019144300371408463,0.6847574710845947,0.9422707557678223,0.0725594237446785,0.8986585736274719,0.9494398832321167,0.0010000000474974513
6,0.016964683309197426,0.7424423098564148,0.9559595584869385,0.10829183459281921,0.9285747408866882,0.9622969031333923,0.0010000000474974513
7,0.014901820570230484,0.7925624251365662,0.9667171835899353,0.08627812564373016,0.9273712635040283,0.9652115702629089,0.0010000000474974513
8,0.013368135318160057,0.8272499442100525,0.9741023182868958,0.08667858690023422,0.9329723715782166,0.9662161469459534,0.0010000000474974513
9,0.011346003040671349,0.8721777200698853,0.9818480610847473,0.0782046988606453,0.9182613492012024,0.9613221883773804,0.0010000000474974513
10,0.010308044031262398,0.8922165632247925,0.9852660298347473,0.10431774705648422,0.8906000852584839,0.9465315937995911,0.0010000000474974513
11,0.006892627105116844,0.9473060369491577,0.9934441447257996,0.09743312001228333,0.9537079930305481,0.9722042083740234,0.0005000000237487257
12,0.006015421822667122,0.9592219591140747,0.9950448274612427,0.12317564338445663,0.9385458827018738,0.9651530981063843,0.0005000000237487257
13,0.0055693043395876884,0.9648858904838562,0.9957958459854126,0.13120336830615997,0.9403153657913208,0.9637961983680725,0.0005000000237487257
14,0.0038074105978012085,0.9831790924072266,0.9980539679527283,0.12088705599308014,0.9541860818862915,0.9712941646575928,0.0002500000118743628
15,0.0034503908827900887,0.9857789874076843,0.9983804225921631,0.16716326773166656,0.9441463351249695,0.9614080786705017,0.0002500000118743628
16,0.0032874809112399817,0.9868509769439697,0.9985252618789673,0.15877656638622284,0.9450616836547852,0.9594478011131287,0.0002500000118743628
17,0.0025559812784194946,0.9919764995574951,0.9991140365600586,0.19503597915172577,0.946996808052063,0.961171567440033,0.0001250000059371814
18,0.0024376544170081615,0.9925428032875061,0.9991861581802368,0.2372490018606186,0.9423199892044067,0.9564388394355774,0.0001250000059371814
