model_name,scope,asset_id,threshold,accuracy,precision,recall,f1,pr_auc,roc_auc
lstm_ae,global,0,0.344,0.6982456140350877,0.2631578947368421,0.06493506493506493,0.10416666666666667,0.26584673233953127,0.47421328671328666
lstm_ae,global,10,0.344,0.712,0.7948717948717948,0.4025974025974026,0.5344827586206896,0.794862150791471,0.80713404242816
lstm_ae,global,11,0.344,0.8068669527896996,0.0,0.0,0.0,0.20944625320014207,0.588132635253054
lstm_ae,global,13,0.344,0.6206896551724138,0.0,0.0,0.0,0.252289057363376,0.38976317799847215
lstm_ae,global,21,0.344,0.7319148936170212,0.07142857142857142,0.0196078431372549,0.03076923076923077,0.2100512612737525,0.5085251491901108
