model_name,scope,source,asset_count,threshold,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
lstm_ae,global,global_export,5,0.012271084673702717,0.6010397365839758,0.34372373949579826,0.28326941328474237,0.3068778812825097,0.3854244998817836,0.5516912428552183,0.6002304147465438,0.36036036036036034,0.2807017543859649,0.3155818540433925,0.35093201849870526,0.5459781529294935
