model_name,scope,asset_count,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
small_lstm_ae,per_asset,1,0.695364238410596,0.46808510638297873,0.2986425339366516,0.36464088397790057,0.4054076199920569,0.6672682902028573,0.695364238410596,0.46808510638297873,0.2986425339366516,0.36464088397790057,0.4054076199920569,0.6672682902028573
