model_name,asset_id,threshold,accuracy,precision,recall,f1,pr_auc,roc_auc
small_lstm_ae,0,0.034304484724998474,0.695364238410596,0.46808510638297873,0.2986425339366516,0.36464088397790057,0.4054076199920569,0.6672682902028573
