epoch,loss,pr_auc,roc_auc,val_loss,val_pr_auc,val_roc_auc,learning_rate
1,0.5634146928787231,0.20925858616828918,0.7539603114128113,0.632228672504425,0.16830483078956604,0.7109427452087402,0.0010000000474974513
2,0.48478981852531433,0.31461861729621887,0.8336952328681946,0.5213752388954163,0.17879824340343475,0.740089476108551,0.0010000000474974513
3,0.4229050576686859,0.3790081739425659,0.8742994666099548,0.5245161652565002,0.1769559383392334,0.7352468967437744,0.0010000000474974513
4,0.3741256594657898,0.4459097981452942,0.9009276032447815,0.5234601497650146,0.18904316425323486,0.7544643878936768,0.0010000000474974513
5,0.32794860005378723,0.5209989547729492,0.9235233068466187,0.5011852979660034,0.16996881365776062,0.7286227345466614,0.0010000000474974513
6,0.2858572006225586,0.5900443196296692,0.9412598609924316,0.4991161525249481,0.18169954419136047,0.7504791021347046,0.0010000000474974513
7,0.21888063848018646,0.6951103210449219,0.963311493396759,0.5813825130462646,0.18874363601207733,0.7342767119407654,0.0005000000237487257
8,0.19511933624744415,0.7384644150733948,0.9703190922737122,0.5148746967315674,0.20096373558044434,0.7336995601654053,0.0005000000237487257
9,0.17740030586719513,0.765146791934967,0.9747699499130249,0.5308318734169006,0.2034449279308319,0.7240138053894043,0.0005000000237487257
10,0.16090905666351318,0.799146294593811,0.9790714979171753,0.586443305015564,0.19800548255443573,0.7111904621124268,0.0005000000237487257
11,0.14793021976947784,0.8188256621360779,0.9819234013557434,0.6441371440887451,0.20001710951328278,0.7037884593009949,0.0005000000237487257
12,0.1164368987083435,0.8656153082847595,0.9878190755844116,0.6067478060722351,0.22307300567626953,0.7059035897254944,0.0002500000118743628
13,0.10989063233137131,0.8766703605651855,0.9890657067298889,0.611900806427002,0.23707792162895203,0.7160247564315796,0.0002500000118743628
14,0.10260843485593796,0.8893319368362427,0.9902054071426392,0.6225317120552063,0.2361530065536499,0.7044233083724976,0.0002500000118743628
15,0.11507925391197205,0.8623381853103638,0.9879185557365417,0.6350439190864563,0.22988195717334747,0.6970217823982239,0.0002500000118743628
16,0.0829073116183281,0.9146614670753479,0.9929289221763611,0.6638501882553101,0.23385995626449585,0.6948609352111816,0.0001250000059371814
17,0.07924233376979828,0.9194625020027161,0.9934739470481873,0.6669065952301025,0.23910993337631226,0.7036899328231812,0.0001250000059371814
18,0.07810166478157043,0.919750988483429,0.9934931993484497,0.6627894639968872,0.24701020121574402,0.7012872099876404,0.0001250000059371814
19,0.07459215819835663,0.9247180223464966,0.9940001368522644,0.7003268003463745,0.24335813522338867,0.6947592496871948,0.0001250000059371814
20,0.06974785029888153,0.9317829012870789,0.9945763349533081,0.6849054098129272,0.25070491433143616,0.6976091861724854,0.0001250000059371814
21,0.07112330198287964,0.9297604560852051,0.9944289922714233,0.6621980667114258,0.25257983803749084,0.708607017993927,0.0001250000059371814
22,0.06919534504413605,0.9316263794898987,0.9946274161338806,0.6821215748786926,0.24967190623283386,0.7025644779205322,0.0001250000059371814
23,0.064466692507267,0.9388337731361389,0.9952207207679749,0.7021855115890503,0.2622489631175995,0.7007930874824524,0.0001250000059371814
24,0.06602521240711212,0.9369214177131653,0.995096743106842,0.7141977548599243,0.23895391821861267,0.6918681859970093,0.0001250000059371814
25,0.06161995232105255,0.9450110793113708,0.995680570602417,0.6844587922096252,0.26827919483184814,0.7006741166114807,0.0001250000059371814
