model_name,scope,source,asset_count,threshold,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
lstm_ae,global,global_export,5,0.013010264001786708,0.6328350448765134,0.3783061821219716,0.3653581227672651,0.37046065372489395,0.4374690747749631,0.5940823588726225,0.6441558441558441,0.4542857142857143,0.41952506596306066,0.43621399176954734,0.4948555071410267,0.6309774773549492
