model_name,scope,asset_id,threshold,accuracy,precision,recall,f1,pr_auc,roc_auc
lstm_ae,global,0,0.03050688819959758,0.6141732283464567,0.8,0.039603960396039604,0.07547169811320754,0.4209568173265733,0.48495437779072026
lstm_ae,global,10,0.03050688819959758,0.5555555555555556,0.7857142857142857,0.1375,0.23404255319148937,0.6314869425051148,0.5983993902439023
lstm_ae,global,11,0.03050688819959758,0.7729468599033816,0.0,0.0,0.0,0.4743607167450034,0.7929521276595745
lstm_ae,global,13,0.03050688819959758,0.676829268292683,0.0,0.0,0.0,0.30822348714021425,0.44144917582417587
lstm_ae,global,21,0.03050688819959758,0.5428571428571428,0.0,0.0,0.0,0.4031390360112215,0.47578347578347574
