epoch,loss,pr_auc,roc_auc,val_loss,val_pr_auc,val_roc_auc,learning_rate
1,0.5386805534362793,0.3110632002353668,0.7916368842124939,0.5111220479011536,0.2888139486312866,0.7823296785354614,0.0010000000474974513
2,0.47380754351615906,0.39591890573501587,0.8440397381782532,0.6001878976821899,0.29113197326660156,0.7819007039070129,0.0010000000474974513
3,0.42606204748153687,0.4767511487007141,0.8770454525947571,0.49080371856689453,0.27168044447898865,0.7671955823898315,0.0010000000474974513
4,0.3810153901576996,0.5686665773391724,0.9036178588867188,0.5408474802970886,0.27326908707618713,0.7781131863594055,0.0010000000474974513
5,0.31164297461509705,0.6694057583808899,0.9344550967216492,0.513980507850647,0.2966211140155792,0.7863522171974182,0.0005000000237487257
6,0.27770504355430603,0.7085772752761841,0.9465776681900024,0.5606821179389954,0.27558958530426025,0.7568739056587219,0.0005000000237487257
7,0.24994856119155884,0.745624303817749,0.9561859965324402,0.5420135855674744,0.30195170640945435,0.8022581934928894,0.0005000000237487257
8,0.23209282755851746,0.7721945643424988,0.9621558785438538,0.6085869073867798,0.27331626415252686,0.7687597274780273,0.0005000000237487257
9,0.21616894006729126,0.7920594811439514,0.9666041135787964,0.5885961055755615,0.3028457760810852,0.7823562622070312,0.0005000000237487257
10,0.20508861541748047,0.8073188662528992,0.9698804616928101,0.569560170173645,0.29931309819221497,0.7965160608291626,0.0005000000237487257
11,0.18522633612155914,0.8377523422241211,0.975375771522522,0.5365647077560425,0.33121174573898315,0.7982885837554932,0.0005000000237487257
12,0.17412205040454865,0.8510326147079468,0.9781402945518494,0.5491777658462524,0.31718671321868896,0.7921708822250366,0.0005000000237487257
13,0.1630907654762268,0.8658617734909058,0.980659008026123,0.7333248853683472,0.2889389395713806,0.779827356338501,0.0005000000237487257
14,0.12961344420909882,0.9065268635749817,0.9873418807983398,0.6133176684379578,0.34071189165115356,0.788641631603241,0.0002500000118743628
15,0.11926575005054474,0.9165337085723877,0.9890727400779724,0.6557656526565552,0.3255041837692261,0.7708334922790527,0.0002500000118743628
16,0.12008637934923172,0.916780948638916,0.9891583323478699,0.647976815700531,0.3395859897136688,0.7968686819076538,0.0002500000118743628
17,0.09885292500257492,0.9389461278915405,0.9924288392066956,0.6653574109077454,0.3388676643371582,0.7848085761070251,0.0001250000059371814
18,0.09454973042011261,0.9438899159431458,0.9930323362350464,0.705775797367096,0.33538347482681274,0.8011869788169861,0.0001250000059371814
