dataset,feature,pb_r,pb_p_value,pb_significant,sp_rho,sp_p_value,sp_significant,n_pairs
event_72.csv,power_29_avg,0.062428067835021625,7.616770784546461e-48,True,0.06734709870422119,2.093199824969643e-55,True,54082
event_72.csv,power_29_max,0.058022915163537046,1.4689720499596075e-41,True,0.06389889589727209,4.7977414127296955e-50,True,54082
event_72.csv,power_29_min,0.05249179797975037,2.5726905526545023e-34,True,0.06792449110845496,2.4871822117983583e-56,True,54082
event_72.csv,power_29_std,0.03519650764726394,2.667431536742041e-16,True,0.04889445764442358,5.4309233679884514e-30,True,54082
event_72.csv,power_30_avg,0.03331294010825058,9.256460740455944e-15,True,0.03306403714534249,1.4582475681560823e-14,True,54082
event_72.csv,power_30_max,0.02846318637039527,3.580947915384707e-11,True,0.030226286041653932,2.0545727942815625e-12,True,54082
event_72.csv,power_30_min,0.031513910143585365,2.2950076832686225e-13,True,0.03847848207508711,3.5072982231010905e-19,True,54082
event_72.csv,power_30_std,0.011670478723321897,0.006646368931124707,True,0.036874603299903726,9.644808928518032e-18,True,54082
event_72.csv,sensor_31_avg,-0.03503848397627432,3.618183000992218e-16,True,-0.038855660762359384,1.5768258445436213e-19,True,54082
event_72.csv,sensor_31_max,-0.01165769867404787,0.006706244539150268,True,-0.030842827851200065,7.272797970029897e-13,True,54082
event_72.csv,sensor_31_min,-0.033824887463057465,3.596975601820677e-15,True,-0.03597351914618058,5.843058779936681e-17,True,54082
event_72.csv,sensor_31_std,0.011386502811507883,0.00809654532629161,True,0.02480257903156423,7.987258844109403e-09,True,54082
event_72.csv,sensor_32_avg,0.04890111901196282,5.3351525572748856e-30,True,0.04381233421524755,2.1209537255737313e-24,True,54082
event_72.csv,sensor_33_avg,0.029143456310054622,1.2121979356673523e-11,True,0.026800367980443263,4.5599630764067387e-10,True,54082
event_72.csv,sensor_34_avg,0.07641715311216928,7.477794707242055e-71,True,0.07454887189147506,1.6428815375738863e-67,True,54082
event_72.csv,sensor_35_avg,0.13673778148231955,5.662515757956259e-224,True,0.12107145038800915,1.0981279304892562e-175,True,54082
event_72.csv,sensor_36_avg,0.16045208413546333,1.0954631030427105e-308,True,0.15951818315424873,4.400003027288987e-305,True,54082
event_72.csv,sensor_37_avg,0.13169618447804982,8.986783185500518e-208,True,0.11866825482071192,8.199667812018217e-169,True,54082
event_72.csv,sensor_38_avg,0.12150527921219717,6.092876108339021e-177,True,0.13905963831576915,1.202122540542279e-231,True,54082
event_72.csv,sensor_39_avg,0.12105494726905273,1.2255595192409368e-175,True,0.13923742205548448,3.0683303396013284e-232,True,54082
event_72.csv,sensor_40_avg,0.11267577867483389,2.7366429021436307e-152,True,0.1345877982722881,5.479517620175363e-217,True,54082
event_72.csv,sensor_41_avg,0.20510154289447596,0.0,True,0.21662278652202338,0.0,True,54082
event_72.csv,sensor_43_avg,0.24795391797523436,0.0,True,0.25850212082916796,0.0,True,54082
event_72.csv,sensor_44,0.010683544945477592,0.01297228626403599,True,0.030226718121468356,2.0530925723116424e-12,True,54082
event_72.csv,sensor_45,0.033466132854480565,6.986256167785127e-15,True,0.0359896438128345,5.6598696078092e-17,True,54082
event_72.csv,sensor_47,-0.00041069717430942607,0.9239116303347953,False,0.023946113874812856,2.555194933848081e-08,True,54082
event_72.csv,sensor_48,-0.03410712129891844,2.123365528095863e-15,True,-0.033709438493210044,4.45699508587602e-15,True,54082
event_72.csv,sensor_50,0.033437866076981126,7.359251374965694e-15,True,0.033108484509868794,1.3448963667681042e-14,True,54082
event_72.csv,sensor_51,-0.035233492450528266,2.4832611458862264e-16,True,-0.03900883456710736,1.1372122233206304e-19,True,54082
event_72.csv,sensor_52_avg,0.03516132174100225,2.855113621049309e-16,True,0.044121017771691966,1.0096354590515282e-24,True,54082
event_72.csv,sensor_52_max,0.030323509969331718,1.7465583741516546e-12,True,0.035702245920082844,9.964755079020164e-17,True,54082
event_72.csv,sensor_52_min,0.03794064034545637,1.082213013595073e-18,True,0.04115072092041405,1.0319174604593532e-21,True,54082
event_72.csv,sensor_52_std,-0.012813136394574374,0.002884205285416319,True,-0.02197338945468304,3.212587287586566e-07,True,54082
event_72.csv,sensor_53_avg,0.249796872731537,0.0,True,0.2641525762636909,0.0,True,54082
event_72.csv,sensor_1_avg_sin,0.12021634544074217,3.1803002826627688e-173,True,0.13632927806180997,1.2278447075300923e-222,True,54082
event_72.csv,sensor_1_avg_cos,-0.005778866010257266,0.1789850987333864,False,0.011102629192777585,0.009823074287514078,True,54082
event_72.csv,sensor_2_avg_sin,0.005717018258940823,0.18368193526111107,False,0.0024493921311231543,0.5689442923501895,False,54082
event_72.csv,sensor_2_avg_cos,0.03174054591550647,1.5461802976028432e-13,True,0.11683614005119317,1.144689569830763e-163,True,54082
event_72.csv,sensor_5_avg_sin,0.0027955658139715706,0.5156211151930539,False,-0.019907361986721876,3.658146495780658e-06,True,54082
event_72.csv,sensor_5_avg_cos,-0.055933343933991554,9.731804061165436e-39,True,0.015848231130230712,0.00022804129309708223,True,54082
event_72.csv,sensor_5_max_sin,0.0015798734113348575,0.7133208337465987,False,-0.021291563551904258,7.348697654933143e-07,True,54082
event_72.csv,sensor_5_max_cos,-0.04561061325756697,2.613204787394684e-26,True,0.01559739420458893,0.0002862956156624984,True,54082
event_72.csv,sensor_5_min_sin,0.0053344020631660855,0.21478164421945412,False,-0.019187767505066955,8.099909002839266e-06,True,54082
event_72.csv,sensor_5_min_cos,-0.059494229084166884,1.314441778969406e-43,True,0.018200563593747537,2.3070577322300874e-05,True,54082
event_72.csv,sensor_5_std_sin,-0.0025068081515241328,0.5599208082030771,False,0.014324180648256553,0.0008645411665509641,True,54082
event_72.csv,sensor_5_std_cos,0.001442696893644234,0.7372484504611887,False,-0.014324180648256553,0.0008645411665509641,True,54082
event_72.csv,sensor_42_avg_sin,0.12426665279227768,4.820084599390111e-185,True,0.13370726401118171,3.687271065901056e-214,True,54082
event_72.csv,sensor_42_avg_cos,-0.025435958173911005,3.2968680443818015e-09,True,-0.002268362603795618,0.5978405917348317,False,54082
event_72.csv,yaw_misalignment_abs,-0.05234647876062108,3.899226973720086e-34,True,-0.11683615384940517,1.144588259718292e-163,True,54082
event_73.csv,sensor_0_avg,0.40650823646420986,0.0,True,0.4102232131913683,0.0,True,54042
event_73.csv,wind_speed_3_avg,0.06754248828687145,1.1181909114261242e-55,True,0.05282233807407662,1.05243754026525e-34,True,54042
event_73.csv,wind_speed_4_avg,0.059275644059008425,2.8642186759832094e-43,True,0.04633387038634145,4.433037804680485e-27,True,54042
event_73.csv,wind_speed_3_max,0.02771155328275804,1.169995739371026e-10,True,0.022190314598493042,2.4816103760862634e-07,True,54042
event_73.csv,wind_speed_3_min,0.1056376018620831,6.676450838211239e-134,True,0.0877277589745888,8.520281004799069e-93,True,54042
event_73.csv,wind_speed_3_std,0.04525551708995247,6.579172620470632e-26,True,0.042114022537581786,1.1907466516094416e-22,True,54042
event_73.csv,sensor_6_avg,0.3278347375351202,0.0,True,0.33849599838849365,0.0,True,54042
event_73.csv,sensor_7_avg,0.2618788506182941,0.0,True,0.25564964637701604,0.0,True,54042
event_73.csv,sensor_8_avg,0.015522076904448491,0.0003079237612574621,True,0.03601275112201341,5.55136805757642e-17,True,54042
event_73.csv,sensor_9_avg,0.237831958885516,0.0,True,0.23929140832027537,0.0,True,54042
event_73.csv,sensor_10_avg,0.19960560800996668,0.0,True,0.17704349930891278,0.0,True,54042
event_73.csv,sensor_11_avg,0.050855401859757565,2.7410863162878853e-32,True,0.05690860423612225,5.1596739907643594e-40,True,54042
event_73.csv,sensor_12_avg,0.08788829771733578,3.946901329915283e-93,True,0.08152908596643044,2.304898384384483e-80,True,54042
event_73.csv,sensor_13_avg,0.12572964058109032,2.840211306401836e-189,True,0.10545247855204046,1.9455091000127223e-133,True,54042
event_73.csv,sensor_14_avg,0.14659185593850838,2.8351946981069593e-257,True,0.13033999995583867,2.2552046357207946e-203,True,54042
event_73.csv,sensor_15_avg,0.06131153593117139,3.557046975283652e-46,True,0.049557074672736214,9.609162924826658e-31,True,54042
event_73.csv,sensor_16_avg,0.061734025909189874,8.625548245955907e-47,True,0.05014922644456084,1.9188766142227773e-31,True,54042
event_73.csv,sensor_17_avg,0.06337754182894786,3.177538903632014e-49,True,0.052067037086946294,9.132453478197452e-34,True,54042
event_73.csv,sensor_18_avg,-0.046198744412162776,6.237180102455646e-27,True,-0.017273805451757624,5.923516652810851e-05,True,54042
event_73.csv,sensor_18_max,-0.04620529551265114,6.134921254034129e-27,True,-0.01077152938387754,0.01227754131067379,True,54042
event_73.csv,sensor_18_min,-0.038991423993553626,1.217237933507549e-19,True,-0.029023246693576563,1.4960723582531005e-11,True,54042
event_73.csv,sensor_18_std,-0.015917828965653857,0.00021512739938418183,True,-0.03431629835449128,1.4674502433859286e-15,True,54042
event_73.csv,sensor_19_avg,0.2814780617813668,0.0,True,0.26651838131081884,0.0,True,54042
event_73.csv,sensor_20_avg,0.19016831765465647,0.0,True,0.18414497324531917,0.0,True,54042
event_73.csv,sensor_21_avg,0.15086788442791846,1.5016833345359815e-272,True,0.11759150397000007,1.170971852009982e-165,True,54042
event_73.csv,sensor_22_avg,-0.07030875505352553,3.4279946362096864e-60,True,-0.06558165552577241,1.3739846906313642e-52,True,54042
event_73.csv,sensor_23_avg,0.01693828266063905,8.22242098547621e-05,True,0.005736400478972836,0.18236205879099812,False,54042
event_73.csv,sensor_24_avg,0.015014834441975529,0.0004819284543223359,True,0.002680739145072699,0.5331686090350063,False,54042
event_73.csv,sensor_25_avg,0.016652187623153687,0.0001082555114139448,True,0.005496072642908136,0.20137337529355426,False,54042
event_73.csv,sensor_26_avg,0.008513979989683042,0.04779017231330302,True,0.008533322875352274,0.04728636280070321,True,54042
event_73.csv,reactive_power_27_avg,-0.06990332487168995,1.6139777254299408e-59,True,-0.07507667627118637,2.1339922429152255e-68,True,54042
event_73.csv,reactive_power_27_max,-0.04774633219300811,1.1777607064429266e-28,True,-0.05183759657294853,1.7498067901855945e-33,True,54042
event_73.csv,reactive_power_27_min,-0.07429757965762832,5.093260879345929e-67,True,-0.07027952766688009,3.83421775042114e-60,True,54042
event_73.csv,reactive_power_27_std,0.017154045201047713,6.663520489596924e-05,True,0.0067498214291458105,0.11662273007785026,False,54042
event_73.csv,reactive_power_28_avg,0.05885120003026021,1.1233329735323993e-42,True,0.07103769872875729,2.0675781959325778e-61,True,54042
event_73.csv,reactive_power_28_max,0.06373453076955432,9.22622324991888e-50,True,0.06542038129260276,2.4436053607048868e-52,True,54042
event_73.csv,reactive_power_28_min,0.04257059831275349,4.137083876119159e-23,True,0.03633837542554188,2.9091917616132505e-17,True,54042
event_73.csv,reactive_power_28_std,0.02536249469471004,3.7058534995134018e-09,True,0.016969537263953286,7.976996713825804e-05,True,54042
event_73.csv,power_29_avg,0.07498341691804965,3.125210901533447e-68,True,0.046907425387399546,1.0292525944268576e-27,True,54042
event_73.csv,power_29_max,0.0618281963114624,6.281519615577533e-47,True,0.05092982797559623,2.229307714258286e-32,True,54042
event_73.csv,power_29_min,0.06654794493481253,4.235351140955397e-54,True,0.03616888163117207,4.075230897780221e-17,True,54042
event_73.csv,power_29_std,0.011830392628450889,0.005955229554138307,True,0.005198916722205173,0.2268284655068993,False,54042
event_73.csv,power_30_avg,0.015652447249067607,0.0002738550436370921,True,-0.03998376283563374,1.424374670870712e-20,True,54042
event_73.csv,power_30_max,0.004278116426949625,0.3199734211347774,False,-0.029027526082035817,1.4858450313991335e-11,True,54042
event_73.csv,power_30_min,0.01844076455353225,1.8095732411110766e-05,True,-0.038078438912469856,8.362639650920201e-19,True,54042
event_73.csv,power_30_std,-0.02276444617264516,1.2058985321985306e-07,True,-0.017919457602793887,3.10041234888782e-05,True,54042
event_73.csv,sensor_31_avg,0.014028115115618085,0.0011094494327036338,True,-0.005456056559654105,0.20467440274198254,False,54042
event_73.csv,sensor_31_max,-0.005912068203809804,0.1693315337269219,False,-0.010693941012564816,0.012917812017148695,True,54042
event_73.csv,sensor_31_min,0.02406403587241923,2.2083607585970145e-08,True,0.020178651504984293,2.714916079334145e-06,True,54042
event_73.csv,sensor_31_std,-0.019572972718683912,5.353208946776178e-06,True,-0.051705026173168724,2.5444734256290572e-33,True,54042
event_73.csv,sensor_32_avg,0.1058590692932378,1.852580406583116e-134,True,0.09783029996209129,4.941955394427508e-115,True,54042
event_73.csv,sensor_33_avg,0.13281974261921106,3.5681037716650634e-211,True,0.1270515786075176,2.9100488373572353e-193,True,54042
event_73.csv,sensor_34_avg,0.13086465785786527,5.192636218681196e-205,True,0.12357770072545078,7.1741938491750585e-183,True,54042
event_73.csv,sensor_35_avg,0.12895257399088247,4.482513170465588e-199,True,0.09945614647940867,7.687891345058438e-119,True,54042
event_73.csv,sensor_36_avg,0.12802262440796688,3.2063019114143115e-196,True,0.09890338280471543,1.5404804721897515e-117,True,54042
event_73.csv,sensor_37_avg,0.13465808864825776,4.691072226946958e-217,True,0.1017868696159049,2.0674953265558652e-124,True,54042
event_73.csv,sensor_38_avg,0.048182397682231135,3.759791940287162e-29,True,0.018492048545542508,1.7149100791081273e-05,True,54042
event_73.csv,sensor_39_avg,0.08390513647691217,5.079326572661156e-85,True,0.06200769320451422,3.4274756028809737e-47,True,54042
event_73.csv,sensor_40_avg,0.29366830776077646,0.0,True,0.28917369197643383,0.0,True,54042
