epoch,loss,pr_auc,roc_auc,val_loss,val_pr_auc,val_roc_auc,learning_rate
1,0.5591623187065125,0.2862870693206787,0.775497555732727,0.6589534878730774,0.2677067518234253,0.7779541015625,0.0010000000474974513
2,0.5096563100814819,0.3511815071105957,0.8200773596763611,0.6042810082435608,0.27648085355758667,0.7634314298629761,0.0010000000474974513
3,0.4693734347820282,0.4171900451183319,0.8504381775856018,0.6139475703239441,0.27854910492897034,0.7603508830070496,0.0010000000474974513
4,0.4339330196380615,0.4695391058921814,0.8721386790275574,0.567514181137085,0.2526848018169403,0.7568686008453369,0.0010000000474974513
5,0.38931405544281006,0.5372604131698608,0.8977160453796387,0.5453973412513733,0.24915720522403717,0.7539198398590088,0.0010000000474974513
6,0.33274081349372864,0.614875078201294,0.9242087602615356,0.5552852749824524,0.26444369554519653,0.7711759209632874,0.0005000000237487257
7,0.30794164538383484,0.6496255397796631,0.9349633455276489,0.5399326682090759,0.2561192214488983,0.7618628740310669,0.0005000000237487257
