model_name,asset_id,threshold,event_precision,event_recall,event_f1,event_pr_auc,event_roc_auc,window_precision,window_recall,window_f1,window_pr_auc,window_roc_auc
gru_ae,0,0.03729677148163322,0.75,1.0,0.8571428571428571,0.8055555555555556,0.6666666666666666,0.8135593220338984,0.05357142857142857,0.10052356020942409,0.5989155737996898,0.5472041704339964
gru_ae,10,0.03974858950823623,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9166666666666665,0.8333333333333333,0.9933774834437086,0.12583892617449666,0.22338049143708116,0.7539168214912572,0.6332140035727758
gru_ae,11,0.022693073237314818,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.40258454999632604,0.7469740634005764
gru_ae,13,0.01384979449212551,0.6666666666666666,1.0,0.8,0.8333333333333333,0.75,0.5449101796407185,0.22249388753056235,0.3159722222222222,0.4984282278536223,0.5625405977447725
gru_ae,21,0.015527145005762579,0.75,1.0,0.8571428571428571,1.0,1.0,0.8557692307692307,0.21707317073170732,0.3463035019455253,0.7236565271906384,0.5859365506466452
