model_name,scope,asset_count,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_pr_auc,macro_roc_auc,pooled_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_pr_auc,pooled_roc_auc
lstm_ae,per_asset,5,0.6431263564921956,0.26904761904761904,0.017076376004947432,0.03185828674826019,0.3652278829867516,0.5023166225466513,0.6286361919153759,0.4583333333333333,0.02247191011235955,0.042843232716650435,0.3999767970011703,0.5415849138870722
